kargo_id,satis_id,alici_adi,sehir,kargo_durumu,kargoya_verilis_tarihi,teslimat_tarihi
KRG-4378,4378,Zeynep C.,Adana,Teslim Edildi,2026-02-11,2026-02-13
KRG-4379,4379,Mehmet D.,Antalya,Teslim Edildi,2026-02-11,2026-02-14
KRG-4380,4380,Zeynep C.,Adana,Teslim Edildi,2026-02-11,2026-02-14
KRG-4381,4381,Fatma A.,Kocaeli,Teslim Edildi,2026-02-12,2026-02-14
KRG-4382,4382,Burak T.,Antalya,Teslim Edildi,2026-02-11,2026-02-14
KRG-4383,4383,Ahmet Y.,Bursa,Teslim Edildi,2026-02-12,2026-02-14
KRG-4384,4384,Ali M.,İzmir,Teslim Edildi,2026-02-11,2026-02-12
KRG-4385,4385,Caner B.,Ankara,Teslim Edildi,2026-02-11,2026-02-14
KRG-4386,4386,Burak T.,İstanbul,Teslim Edildi,2026-02-11,2026-02-12
KRG-4387,4387,Fatma A.,Antalya,İade Teslim Alındı,2026-02-11,2026-02-14
KRG-4388,4388,Ali M.,Samsun,Teslim Edildi,2026-02-11,2026-02-14
KRG-4389,4389,Zeynep C.,Adana,Teslim Edildi,2026-02-12,2026-02-13
KRG-4390,4390,Ali M.,Eskişehir,İade Teslim Alındı,2026-02-12,2026-02-14
KRG-4391,4391,Mehmet D.,Ankara,Teslim Edildi,2026-02-12,2026-02-13
KRG-4392,4392,Caner B.,Antalya,Teslim Edildi,2026-02-12,2026-02-14
KRG-4393,4393,Cemre Y.,Samsun,Teslim Edildi,2026-02-13,2026-02-15
KRG-4394,4394,Cemre Y.,Bursa,Teslim Edildi,2026-02-12,2026-02-15
KRG-4395,4395,Elif S.,Kocaeli,Teslim Edildi,2026-02-13,2026-02-15
KRG-4396,4396,Fatma A.,Eskişehir,Teslim Edildi,2026-02-13,2026-02-16
KRG-4397,4397,Ayşe K.,Samsun,Teslim Edildi,2026-02-13,2026-02-15
KRG-4398,4398,Fatma A.,Kocaeli,Teslim Edildi,2026-02-12,2026-02-13
KRG-4399,4399,Ayşe K.,Adana,İade Teslim Alındı,2026-02-13,2026-02-14
KRG-4400,4400,Fatma A.,Bursa,Teslim Edildi,2026-02-13,2026-02-15
KRG-4401,4401,Cemre Y.,Eskişehir,Teslim Edildi,2026-02-13,2026-02-14
KRG-4402,4402,Zeynep C.,Bursa,Teslim Edildi,2026-02-13,2026-02-15
KRG-4403,4403,Ayşe K.,Antalya,Teslim Edildi,2026-02-13,2026-02-15
KRG-4404,4404,Fatma A.,İstanbul,Teslim Edildi,2026-02-13,2026-02-15
KRG-4405,4405,Ahmet Y.,Kocaeli,Teslim Edildi,2026-02-13,2026-02-16
KRG-4406,4406,Elif S.,Ankara,Teslim Edildi,2026-02-14,2026-02-15
KRG-4407,4407,Caner B.,İstanbul,Teslim Edildi,2026-02-14,2026-02-15
KRG-4408,4408,Zeynep C.,Adana,Teslim Edildi,2026-02-13,2026-02-16
KRG-4409,4409,Cemre Y.,İstanbul,Teslim Edildi,2026-02-15,2026-02-16
KRG-4410,4410,Fatma A.,İstanbul,Teslim Edildi,2026-02-14,2026-02-16
KRG-4411,4411,Fatma A.,İzmir,Teslim Edildi,2026-02-15,2026-02-16
KRG-4412,4412,Fatma A.,Samsun,Teslim Edildi,2026-02-14,2026-02-15
KRG-4413,4413,Fatma A.,Balıkesir,Teslim Edildi,2026-02-14,2026-02-17
KRG-4414,4414,Burak T.,İzmir,Teslim Edildi,2026-02-15,2026-02-17
KRG-4415,4415,Zeynep C.,Eskişehir,Teslim Edildi,2026-02-14,2026-02-16
KRG-4416,4416,Mehmet D.,Eskişehir,Teslim Edildi,2026-02-14,2026-02-17
KRG-4417,4417,Ayşe K.,İzmir,Teslim Edildi,2026-02-14,2026-02-15
KRG-4418,4418,Mehmet D.,Antalya,Teslim Edildi,2026-02-15,2026-02-17
KRG-4419,4419,Cemre Y.,Samsun,Teslim Edildi,2026-02-15,2026-02-18
KRG-4420,4420,Cemre Y.,Adana,Teslim Edildi,2026-02-16,2026-02-18
KRG-4421,4421,Burak T.,İzmir,Teslim Edildi,2026-02-15,2026-02-18
KRG-4422,4422,Elif S.,Antalya,Teslim Edildi,2026-02-16,2026-02-18
KRG-4424,4424,Zeynep C.,Ankara,Teslim Edildi,2026-02-16,2026-02-18
KRG-4425,4425,Mehmet D.,İstanbul,Teslim Edildi,2026-02-15,2026-02-18
KRG-4426,4426,Ali M.,Kocaeli,Teslim Edildi,2026-02-15,2026-02-16
KRG-4427,4427,Mehmet D.,İstanbul,Teslim Edildi,2026-02-16,2026-02-19
KRG-4428,4428,Mehmet D.,Bursa,Teslim Edildi,2026-02-16,2026-02-17
KRG-4429,4429,Ali M.,Ankara,Teslim Edildi,2026-02-16,2026-02-18
KRG-4430,4430,Ali M.,Adana,Teslim Edildi,2026-02-16,2026-02-18
KRG-4431,4431,Mehmet D.,İzmir,Teslim Edildi,2026-02-15,2026-02-18
KRG-4432,4432,Mehmet D.,Bursa,Teslim Edildi,2026-02-15,2026-02-17
KRG-4433,4433,Cemre Y.,Kocaeli,Teslim Edildi,2026-02-16,2026-02-17
KRG-4434,4434,Ayşe K.,Balıkesir,Teslim Edildi,2026-02-16,2026-02-18
KRG-4435,4435,Ahmet Y.,İstanbul,Teslim Edildi,2026-02-15,2026-02-16
KRG-4436,4436,Ahmet Y.,İstanbul,Teslim Edildi,2026-02-15,2026-02-17
KRG-4437,4437,Cemre Y.,Ankara,Teslim Edildi,2026-02-15,2026-02-17
KRG-4438,4438,Zeynep C.,Adana,Teslim Edildi,2026-02-17,2026-02-18
KRG-4439,4439,Cemre Y.,İstanbul,Teslim Edildi,2026-02-17,2026-02-19
KRG-4440,4440,Burak T.,Ankara,İade Teslim Alındı,2026-02-16,2026-02-19
KRG-4441,4441,Caner B.,Antalya,Teslim Edildi,2026-02-17,2026-02-20
KRG-4442,4442,Cemre Y.,Samsun,Teslim Edildi,2026-02-16,2026-02-17
KRG-4443,4443,Ayşe K.,İzmir,Teslim Edildi,2026-02-16,2026-02-17
KRG-4444,4444,Ahmet Y.,Balıkesir,Teslim Edildi,2026-02-17,2026-02-20
KRG-4445,4445,Zeynep C.,İstanbul,Teslim Edildi,2026-02-17,2026-02-19
KRG-4446,4446,Caner B.,Bursa,Teslim Edildi,2026-02-18,2026-02-19
KRG-4447,4447,Elif S.,Adana,Teslim Edildi,2026-02-18,2026-02-20
KRG-4448,4448,Cemre Y.,Ankara,Teslim Edildi,2026-02-18,2026-02-19
KRG-4449,4449,Ali M.,Bursa,Teslim Edildi,2026-02-17,2026-02-19
KRG-4450,4450,Elif S.,Antalya,Teslim Edildi,2026-02-17,2026-02-19
KRG-4451,4451,Ali M.,İstanbul,Teslim Edildi,2026-02-18,2026-02-20
KRG-4452,4452,Fatma A.,Eskişehir,Teslim Edildi,2026-02-18,2026-02-19
KRG-4453,4453,Cemre Y.,Balıkesir,Teslim Edildi,2026-02-19,2026-02-22
KRG-4454,4454,Ali M.,İzmir,Teslim Edildi,2026-02-18,2026-02-21
KRG-4455,4455,Ayşe K.,Eskişehir,Teslim Edildi,2026-02-18,2026-02-19
KRG-4456,4456,Ali M.,İstanbul,Teslim Edildi,2026-02-18,2026-02-21
KRG-4457,4457,Mehmet D.,Adana,Teslim Edildi,2026-02-18,2026-02-20
KRG-4459,4459,Ali M.,Ankara,Teslim Edildi,2026-02-19,2026-02-21
KRG-4460,4460,Ayşe K.,İzmir,Teslim Edildi,2026-02-19,2026-02-20
KRG-4461,4461,Mehmet D.,Adana,Teslim Edildi,2026-02-19,2026-02-20
KRG-4462,4462,Caner B.,Eskişehir,Teslim Edildi,2026-02-19,2026-02-22
KRG-4463,4463,Mehmet D.,Balıkesir,Teslim Edildi,2026-02-19,2026-02-21
KRG-4464,4464,Fatma A.,Ankara,Teslim Edildi,2026-02-19,2026-02-21
KRG-4465,4465,Zeynep C.,İstanbul,Teslim Edildi,2026-02-19,2026-02-22
KRG-4466,4466,Burak T.,İzmir,Teslim Edildi,2026-02-19,2026-02-20
KRG-4467,4467,Ahmet Y.,İzmir,Teslim Edildi,2026-02-19,2026-02-21
KRG-4468,4468,Elif S.,Balıkesir,Teslim Edildi,2026-02-19,2026-02-20
KRG-4469,4469,Ahmet Y.,Ankara,Teslim Edildi,2026-02-19,2026-02-21
KRG-4470,4470,Caner B.,Adana,Teslim Edildi,2026-02-21,2026-02-24
KRG-4471,4471,Ahmet Y.,Bursa,Teslim Edildi,2026-02-21,2026-02-23
KRG-4472,4472,Ali M.,Adana,Teslim Edildi,2026-02-20,2026-02-23
KRG-4473,4473,Mehmet D.,Kocaeli,İade Teslim Alındı,2026-02-20,2026-02-22
KRG-4474,4474,Elif S.,İstanbul,Teslim Edildi,2026-02-20,2026-02-21
KRG-4475,4475,Fatma A.,Bursa,Teslim Edildi,2026-02-20,2026-02-22
KRG-4476,4476,Fatma A.,Adana,Teslim Edildi,2026-02-20,2026-02-21
KRG-4477,4477,Ayşe K.,Eskişehir,Teslim Edildi,2026-02-21,2026-02-22
KRG-4478,4478,Ayşe K.,Ankara,Teslim Edildi,2026-02-21,2026-02-22
KRG-4479,4479,Ayşe K.,Adana,Teslim Edildi,2026-02-21,2026-02-24
KRG-4480,4480,Cemre Y.,Ankara,İade Teslim Alındı,2026-02-20,2026-02-22
KRG-4481,4481,Mehmet D.,Eskişehir,Teslim Edildi,2026-02-20,2026-02-23
KRG-4482,4482,Ahmet Y.,Ankara,Teslim Edildi,2026-02-21,2026-02-22
KRG-4484,4484,Burak T.,Ankara,Teslim Edildi,2026-02-21,2026-02-24
KRG-4485,4485,Ali M.,Adana,Teslim Edildi,2026-02-22,2026-02-23
KRG-4486,4486,Fatma A.,İstanbul,Teslim Edildi,2026-02-21,2026-02-23
KRG-4487,4487,Elif S.,Eskişehir,Teslim Edildi,2026-02-21,2026-02-22
KRG-4488,4488,Ali M.,İstanbul,Teslim Edildi,2026-02-21,2026-02-22
KRG-4489,4489,Zeynep C.,Antalya,Teslim Edildi,2026-02-21,2026-02-24
KRG-4490,4490,Ayşe K.,Eskişehir,Teslim Edildi,2026-02-22,2026-02-24
KRG-4491,4491,Fatma A.,Eskişehir,Teslim Edildi,2026-02-22,2026-02-25
KRG-4492,4492,Ahmet Y.,Ankara,Teslim Edildi,2026-02-21,2026-02-22
KRG-4493,4493,Ali M.,Samsun,Teslim Edildi,2026-02-21,2026-02-24
KRG-4494,4494,Fatma A.,Eskişehir,Teslim Edildi,2026-02-22,2026-02-25
KRG-4495,4495,Cemre Y.,İzmir,Teslim Edildi,2026-02-22,2026-02-24
KRG-4496,4496,Mehmet D.,Bursa,Teslim Edildi,2026-02-21,2026-02-22
KRG-4497,4497,Fatma A.,Kocaeli,Teslim Edildi,2026-02-21,2026-02-24
KRG-4498,4498,Ayşe K.,Antalya,Teslim Edildi,2026-02-21,2026-02-24
KRG-4499,4499,Caner B.,İzmir,Teslim Edildi,2026-02-22,2026-02-25
KRG-4500,4500,Ahmet Y.,Balıkesir,Teslim Edildi,2026-02-21,2026-02-24
KRG-4501,4501,Fatma A.,Kocaeli,Teslim Edildi,2026-02-22,2026-02-24
KRG-4502,4502,Ahmet Y.,Adana,Teslim Edildi,2026-02-22,2026-02-23
KRG-4503,4503,Burak T.,İstanbul,Teslim Edildi,2026-02-21,2026-02-22
KRG-4504,4504,Ali M.,Bursa,Teslim Edildi,2026-02-22,2026-02-25
KRG-4505,4505,Ayşe K.,İstanbul,Teslim Edildi,2026-02-22,2026-02-25
KRG-4506,4506,Elif S.,Bursa,Teslim Edildi,2026-02-23,2026-02-26
KRG-4507,4507,Caner B.,Balıkesir,Teslim Edildi,2026-02-22,2026-02-24
KRG-4508,4508,Ali M.,İzmir,Teslim Edildi,2026-02-22,2026-02-24
KRG-4509,4509,Zeynep C.,Eskişehir,Teslim Edildi,2026-02-22,2026-02-23
KRG-4510,4510,Cemre Y.,Bursa,Teslim Edildi,2026-02-22,2026-02-23
KRG-4511,4511,Ayşe K.,Bursa,Teslim Edildi,2026-02-24,2026-02-26
KRG-4512,4512,Zeynep C.,Bursa,Teslim Edildi,2026-02-23,2026-02-24
KRG-4513,4513,Ali M.,Adana,Teslim Edildi,2026-02-23,2026-02-24
KRG-4514,4514,Elif S.,Samsun,Teslim Edildi,2026-02-24,2026-02-26
KRG-4515,4515,Elif S.,Kocaeli,Teslim Edildi,2026-02-23,2026-02-25
KRG-4516,4516,Ali M.,Balıkesir,Teslim Edildi,2026-02-24,2026-02-26
KRG-4517,4517,Caner B.,Antalya,Teslim Edildi,2026-02-24,2026-02-25
KRG-4519,4519,Mehmet D.,Eskişehir,İade Teslim Alındı,2026-02-23,2026-02-26
KRG-4520,4520,Burak T.,Samsun,Teslim Edildi,2026-02-23,2026-02-26
KRG-4521,4521,Caner B.,Adana,Teslim Edildi,2026-02-23,2026-02-24
KRG-4522,4522,Zeynep C.,Ankara,Teslim Edildi,2026-02-23,2026-02-25
KRG-4523,4523,Elif S.,Samsun,Teslim Edildi,2026-02-23,2026-02-24
KRG-4524,4524,Elif S.,Samsun,Teslim Edildi,2026-02-24,2026-02-27
KRG-4525,4525,Caner B.,Samsun,Teslim Edildi,2026-02-25,2026-02-28
KRG-4526,4526,Mehmet D.,Bursa,İade Teslim Alındı,2026-02-25,2026-02-27
KRG-4527,4527,Caner B.,İzmir,Teslim Edildi,2026-02-24,2026-02-27
KRG-4528,4528,Ali M.,İstanbul,Teslim Edildi,2026-02-25,2026-02-26
KRG-4529,4529,Zeynep C.,İzmir,Teslim Edildi,2026-02-24,2026-02-26
KRG-4530,4530,Ahmet Y.,Kocaeli,Teslim Edildi,2026-02-24,2026-02-25
KRG-4531,4531,Fatma A.,Adana,Teslim Edildi,2026-02-24,2026-02-27
KRG-4532,4532,Cemre Y.,Balıkesir,Teslim Edildi,2026-02-25,2026-02-26
KRG-4533,4533,Mehmet D.,Adana,Teslim Edildi,2026-02-25,2026-02-26
KRG-4534,4534,Ahmet Y.,Balıkesir,Teslim Edildi,2026-02-24,2026-02-26
KRG-4535,4535,Cemre Y.,Samsun,Teslim Edildi,2026-02-26,2026-02-27
KRG-4536,4536,Burak T.,Samsun,Teslim Edildi,2026-02-26,2026-02-27
KRG-4537,4537,Burak T.,Antalya,Teslim Edildi,2026-02-25,2026-02-28
KRG-4538,4538,Burak T.,Balıkesir,Teslim Edildi,2026-02-26,2026-02-27
KRG-4539,4539,Ahmet Y.,Adana,Teslim Edildi,2026-02-26,2026-02-28
KRG-4540,4540,Mehmet D.,Bursa,Teslim Edildi,2026-02-25,2026-02-27
KRG-4541,4541,Ayşe K.,Antalya,Teslim Edildi,2026-02-25,2026-02-28
KRG-4542,4542,Ali M.,İzmir,Teslim Edildi,2026-02-26,2026-02-28
KRG-4543,4543,Ali M.,Antalya,Teslim Edildi,2026-02-25,2026-02-27
KRG-4544,4544,Mehmet D.,Kocaeli,Teslim Edildi,2026-02-25,2026-02-26
KRG-4545,4545,Ali M.,Eskişehir,Teslim Edildi,2026-02-25,2026-02-27
KRG-4546,4546,Ahmet Y.,Ankara,Teslim Edildi,2026-02-26,2026-02-27
KRG-4547,4547,Fatma A.,Ankara,Teslim Edildi,2026-02-27,2026-03-01
KRG-4548,4548,Elif S.,İstanbul,Teslim Edildi,2026-02-27,2026-02-28
KRG-4549,4549,Ahmet Y.,Samsun,Teslim Edildi,2026-02-27,2026-02-28
KRG-4550,4550,Cemre Y.,Ankara,Teslim Edildi,2026-02-27,2026-03-02
KRG-4551,4551,Burak T.,İzmir,Teslim Edildi,2026-02-26,2026-03-01
KRG-4552,4552,Zeynep C.,Eskişehir,Teslim Edildi,2026-02-26,2026-03-01
KRG-4553,4553,Fatma A.,Antalya,Teslim Edildi,2026-02-26,2026-02-27
KRG-4554,4554,Zeynep C.,Samsun,Teslim Edildi,2026-02-27,2026-03-02
KRG-4555,4555,Zeynep C.,İzmir,Teslim Edildi,2026-02-27,2026-02-28
KRG-4556,4556,Mehmet D.,Samsun,Teslim Edildi,2026-02-27,2026-03-01
KRG-4557,4557,Zeynep C.,Kocaeli,Teslim Edildi,2026-02-27,2026-02-28
KRG-4561,4561,Fatma A.,Bursa,Teslim Edildi,2026-02-28,2026-03-03
KRG-4562,4562,Elif S.,Balıkesir,Teslim Edildi,2026-02-27,2026-02-28
KRG-4563,4563,Burak T.,Ankara,Teslim Edildi,2026-02-28,2026-03-02
KRG-4565,4565,Ayşe K.,Ankara,Teslim Edildi,2026-02-27,2026-03-02
KRG-4566,4566,Fatma A.,Eskişehir,Teslim Edildi,2026-02-27,2026-03-02
KRG-4567,4567,Elif S.,İzmir,Teslim Edildi,2026-02-27,2026-03-01
KRG-4568,4568,Burak T.,Ankara,Teslim Edildi,2026-02-27,2026-02-28
KRG-4569,4569,Ali M.,Antalya,Teslim Edildi,2026-03-01,2026-03-04
KRG-4570,4570,Mehmet D.,Samsun,Teslim Edildi,2026-02-28,2026-03-02
KRG-4571,4571,Caner B.,Adana,Teslim Edildi,2026-03-01,2026-03-03
KRG-4572,4572,Caner B.,Antalya,Teslim Edildi,2026-02-28,2026-03-02
KRG-4573,4573,Caner B.,Ankara,Teslim Edildi,2026-03-01,2026-03-02
KRG-4574,4574,Zeynep C.,Kocaeli,Teslim Edildi,2026-02-28,2026-03-03
KRG-4575,4575,Ayşe K.,İstanbul,Teslim Edildi,2026-02-28,2026-03-03
KRG-4576,4576,Cemre Y.,Adana,Teslim Edildi,2026-03-01,2026-03-02
KRG-4577,4577,Caner B.,Adana,Teslim Edildi,2026-02-28,2026-03-02
KRG-4578,4578,Ali M.,Balıkesir,Teslim Edildi,2026-03-01,2026-03-02
KRG-4579,4579,Cemre Y.,Kocaeli,Teslim Edildi,2026-02-28,2026-03-01
KRG-4580,4580,Ali M.,Bursa,Teslim Edildi,2026-03-01,2026-03-04
KRG-4581,4581,Elif S.,Eskişehir,Teslim Edildi,2026-03-02,2026-03-03
KRG-4582,4582,Ahmet Y.,Kocaeli,Teslim Edildi,2026-03-02,2026-03-05
KRG-4583,4583,Burak T.,Eskişehir,Teslim Edildi,2026-03-01,2026-03-03
KRG-4584,4584,Zeynep C.,İstanbul,İade Teslim Alındı,2026-03-02,2026-03-03
KRG-4586,4586,Ahmet Y.,Balıkesir,Teslim Edildi,2026-03-02,2026-03-03
KRG-4587,4587,Ayşe K.,İzmir,Teslim Edildi,2026-03-02,2026-03-05
KRG-4588,4588,Mehmet D.,Ankara,Teslim Edildi,2026-03-02,2026-03-05
KRG-4589,4589,Elif S.,İstanbul,Teslim Edildi,2026-03-01,2026-03-04
KRG-4590,4590,Ayşe K.,Antalya,Teslim Edildi,2026-03-01,2026-03-03
KRG-4591,4591,Ali M.,İzmir,Teslim Edildi,2026-03-02,2026-03-05
KRG-4592,4592,Burak T.,Kocaeli,Teslim Edildi,2026-03-02,2026-03-04
KRG-4593,4593,Cemre Y.,Adana,İade Teslim Alındı,2026-03-03,2026-03-05
KRG-4594,4594,Cemre Y.,Samsun,Teslim Edildi,2026-03-02,2026-03-05
KRG-4595,4595,Mehmet D.,İzmir,Teslim Edildi,2026-03-02,2026-03-05
KRG-4596,4596,Ahmet Y.,Samsun,Teslim Edildi,2026-03-03,2026-03-06
KRG-4597,4597,Burak T.,Samsun,Teslim Edildi,2026-03-02,2026-03-05
KRG-4598,4598,Mehmet D.,Antalya,Teslim Edildi,2026-03-03,2026-03-04
KRG-4599,4599,Ali M.,Ankara,Teslim Edildi,2026-03-03,2026-03-05
KRG-4600,4600,Ali M.,Adana,Teslim Edildi,2026-03-04,2026-03-06
KRG-4601,4601,Zeynep C.,Ankara,Teslim Edildi,2026-03-03,2026-03-05
KRG-4602,4602,Burak T.,Kocaeli,Teslim Edildi,2026-03-04,2026-03-05
KRG-4603,4603,Mehmet D.,İstanbul,Teslim Edildi,2026-03-03,2026-03-06
KRG-4604,4604,Ayşe K.,Samsun,Teslim Edildi,2026-03-03,2026-03-04
KRG-4605,4605,Zeynep C.,Samsun,Teslim Edildi,2026-03-04,2026-03-05
KRG-4606,4606,Cemre Y.,Samsun,Teslim Edildi,2026-03-03,2026-03-06
KRG-4607,4607,Mehmet D.,İzmir,Teslim Edildi,2026-03-04,2026-03-07
KRG-4608,4608,Ahmet Y.,Adana,Teslim Edildi,2026-03-03,2026-03-06
KRG-4609,4609,Mehmet D.,Bursa,Teslim Edildi,2026-03-03,2026-03-05
KRG-4610,4610,Elif S.,Eskişehir,Teslim Edildi,2026-03-04,2026-03-06
KRG-4611,4611,Zeynep C.,Samsun,Teslim Edildi,2026-03-04,2026-03-06
KRG-4612,4612,Caner B.,Adana,Teslim Edildi,2026-03-03,2026-03-04
KRG-4613,4613,Caner B.,Antalya,Teslim Edildi,2026-03-04,2026-03-06
KRG-4614,4614,Cemre Y.,Eskişehir,Teslim Edildi,2026-03-04,2026-03-06
KRG-4615,4615,Caner B.,İzmir,Teslim Edildi,2026-03-03,2026-03-05
KRG-4616,4616,Ali M.,Samsun,Teslim Edildi,2026-03-04,2026-03-06
KRG-4617,4617,Fatma A.,Adana,Teslim Edildi,2026-03-05,2026-03-08
KRG-4619,4619,Elif S.,İzmir,Teslim Edildi,2026-03-04,2026-03-05
KRG-4620,4620,Mehmet D.,Balıkesir,Teslim Edildi,2026-03-05,2026-03-06
KRG-4621,4621,Burak T.,Samsun,İade Teslim Alındı,2026-03-04,2026-03-06
KRG-4622,4622,Ali M.,Samsun,Teslim Edildi,2026-03-04,2026-03-06
KRG-4623,4623,Ali M.,Ankara,Teslim Edildi,2026-03-04,2026-03-05
KRG-4624,4624,Ahmet Y.,Kocaeli,Teslim Edildi,2026-03-04,2026-03-06
KRG-4625,4625,Elif S.,İstanbul,İade Teslim Alındı,2026-03-04,2026-03-07
KRG-4626,4626,Caner B.,Antalya,Teslim Edildi,2026-03-04,2026-03-06
KRG-4627,4627,Cemre Y.,Ankara,Teslim Edildi,2026-03-04,2026-03-05
KRG-4628,4628,Ayşe K.,Kocaeli,Teslim Edildi,2026-03-05,2026-03-07
KRG-4629,4629,Ali M.,Balıkesir,Teslim Edildi,2026-03-06,2026-03-09
KRG-4630,4630,Ayşe K.,Balıkesir,Teslim Edildi,2026-03-05,2026-03-07
KRG-4631,4631,Caner B.,Kocaeli,Teslim Edildi,2026-03-06,2026-03-08
KRG-4632,4632,Ayşe K.,Bursa,Teslim Edildi,2026-03-06,2026-03-09
KRG-4633,4633,Burak T.,Kocaeli,Teslim Edildi,2026-03-05,2026-03-07
KRG-4634,4634,Fatma A.,Eskişehir,İade Teslim Alındı,2026-03-05,2026-03-06
KRG-4635,4635,Cemre Y.,Antalya,Teslim Edildi,2026-03-05,2026-03-06
KRG-4636,4636,Ayşe K.,Antalya,Teslim Edildi,2026-03-06,2026-03-08
KRG-4637,4637,Elif S.,İzmir,Teslim Edildi,2026-03-06,2026-03-09
KRG-4638,4638,Cemre Y.,Adana,Teslim Edildi,2026-03-06,2026-03-08
KRG-4639,4639,Mehmet D.,Kocaeli,Teslim Edildi,2026-03-06,2026-03-08
KRG-4640,4640,Ali M.,Adana,Teslim Edildi,2026-03-06,2026-03-09
KRG-4641,4641,Mehmet D.,İzmir,Teslim Edildi,2026-03-05,2026-03-07
KRG-4642,4642,Burak T.,İstanbul,Teslim Edildi,2026-03-05,2026-03-07
KRG-4643,4643,Ali M.,Eskişehir,Teslim Edildi,2026-03-05,2026-03-07
KRG-4644,4644,Caner B.,Antalya,Teslim Edildi,2026-03-06,2026-03-08
KRG-4645,4645,Elif S.,Adana,Teslim Edildi,2026-03-05,2026-03-06
KRG-4646,4646,Caner B.,Adana,Teslim Edildi,2026-03-06,2026-03-08
KRG-4647,4647,Elif S.,Samsun,Teslim Edildi,2026-03-07,2026-03-08
KRG-4648,4648,Cemre Y.,Ankara,Teslim Edildi,2026-03-06,2026-03-09
KRG-4649,4649,Elif S.,İstanbul,Teslim Edildi,2026-03-07,2026-03-08
KRG-4650,4650,Ahmet Y.,İzmir,Teslim Edildi,2026-03-06,2026-03-09
KRG-4651,4651,Cemre Y.,Bursa,Teslim Edildi,2026-03-06,2026-03-07
KRG-4652,4652,Ayşe K.,Balıkesir,Teslim Edildi,2026-03-06,2026-03-07
KRG-4653,4653,Elif S.,Balıkesir,Teslim Edildi,2026-03-06,2026-03-08
KRG-4654,4654,Burak T.,Adana,Teslim Edildi,2026-03-06,2026-03-08
KRG-4655,4655,Caner B.,Antalya,Teslim Edildi,2026-03-07,2026-03-09
KRG-4656,4656,Burak T.,Samsun,Teslim Edildi,2026-03-06,2026-03-07
KRG-4657,4657,Zeynep C.,Bursa,Teslim Edildi,2026-03-06,2026-03-09
KRG-4658,4658,Caner B.,Eskişehir,Teslim Edildi,2026-03-07,2026-03-09
KRG-4659,4659,Ali M.,İzmir,Teslim Edildi,2026-03-06,2026-03-08
KRG-4660,4660,Ali M.,Bursa,Teslim Edildi,2026-03-07,2026-03-10
KRG-4661,4661,Ayşe K.,İzmir,Teslim Edildi,2026-03-06,2026-03-09
KRG-4662,4662,Mehmet D.,İstanbul,Teslim Edildi,2026-03-08,2026-03-09
KRG-4663,4663,Burak T.,İstanbul,Teslim Edildi,2026-03-07,2026-03-09
KRG-4664,4664,Caner B.,Kocaeli,Teslim Edildi,2026-03-08,2026-03-09
KRG-4665,4665,Elif S.,İstanbul,Teslim Edildi,2026-03-08,2026-03-10
KRG-4666,4666,Ali M.,Ankara,Teslim Edildi,2026-03-07,2026-03-08
KRG-4667,4667,Elif S.,Kocaeli,Teslim Edildi,2026-03-08,2026-03-11
KRG-4668,4668,Ali M.,Antalya,Teslim Edildi,2026-03-08,2026-03-10
KRG-4669,4669,Ahmet Y.,Balıkesir,Teslim Edildi,2026-03-08,2026-03-11
KRG-4670,4670,Zeynep C.,Eskişehir,Teslim Edildi,2026-03-07,2026-03-10
KRG-4671,4671,Ayşe K.,Eskişehir,Teslim Edildi,2026-03-08,2026-03-10
KRG-4672,4672,Zeynep C.,Ankara,Teslim Edildi,2026-03-07,2026-03-10
KRG-4673,4673,Fatma A.,Bursa,Teslim Edildi,2026-03-08,2026-03-09
KRG-4674,4674,Cemre Y.,İzmir,Teslim Edildi,2026-03-08,2026-03-11
KRG-4676,4676,Cemre Y.,Bursa,Teslim Edildi,2026-03-08,2026-03-10
KRG-4677,4677,Burak T.,Balıkesir,Teslim Edildi,2026-03-08,2026-03-10
KRG-4678,4678,Caner B.,Bursa,Teslim Edildi,2026-03-08,2026-03-10
KRG-4679,4679,Elif S.,Balıkesir,Teslim Edildi,2026-03-09,2026-03-10
KRG-4680,4680,Ali M.,Bursa,Teslim Edildi,2026-03-09,2026-03-10
KRG-4682,4682,Zeynep C.,Kocaeli,Teslim Edildi,2026-03-08,2026-03-11
KRG-4683,4683,Fatma A.,İstanbul,Teslim Edildi,2026-03-08,2026-03-10
KRG-4684,4684,Cemre Y.,Kocaeli,Teslim Edildi,2026-03-08,2026-03-09
KRG-4685,4685,Zeynep C.,Samsun,Teslim Edildi,2026-03-08,2026-03-11
KRG-4686,4686,Ahmet Y.,İzmir,Teslim Edildi,2026-03-09,2026-03-12
KRG-4687,4687,Ahmet Y.,Balıkesir,Teslim Edildi,2026-03-08,2026-03-11
KRG-4690,4690,Mehmet D.,Samsun,Teslim Edildi,2026-03-09,2026-03-10
KRG-4692,4692,Ayşe K.,İzmir,Teslim Edildi,2026-03-10,2026-03-12
KRG-4693,4693,Ahmet Y.,Adana,Teslim Edildi,2026-03-09,2026-03-12
KRG-4694,4694,Caner B.,Adana,Teslim Edildi,2026-03-10,2026-03-12
KRG-4695,4695,Zeynep C.,Adana,Teslim Edildi,2026-03-09,2026-03-12
KRG-4696,4696,Elif S.,Bursa,Teslim Edildi,2026-03-10,2026-03-12
